"filename", "language", "JSON", "JavaScript", "JSON with Comments", "Markdown", "Log", "comment", "blank", "total"
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\bases\objectives\CollectKYens.js", "JavaScript", 0, 11, 0, 0, 0, 0, 1, 12
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\bases\objectives\EarnXp.js", "JavaScript", 0, 11, 0, 0, 0, 0, 1, 12
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\bases\objectives\EquipGrimoire.js", "JavaScript", 0, 11, 0, 0, 0, 0, 1, 12
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\bases\objectives\FeedCrow.js", "JavaScript", 0, 11, 0, 0, 0, 0, 1, 12
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\bases\objectives\TrainStat.js", "JavaScript", 0, 11, 0, 0, 0, 0, 1, 12
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\bases\objectives\VoyageTo.js", "JavaScript", 0, 17, 0, 0, 0, 0, 2, 19
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\bases\superobjectives\GiveKItems.js", "JavaScript", 0, 21, 0, 0, 0, 0, 2, 23
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\bases\superobjectives\InspectArea.js", "JavaScript", 0, 19, 0, 0, 0, 0, 2, 21
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\bases\superobjectives\Talk.js", "JavaScript", 0, 17, 0, 0, 0, 0, 2, 19
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\daily\dq0.js", "JavaScript", 0, 14, 0, 0, 0, 0, 2, 16
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\daily\dq1.js", "JavaScript", 0, 14, 0, 0, 0, 0, 2, 16
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\daily\dq2.js", "JavaScript", 0, 14, 0, 0, 0, 0, 2, 16
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\slayer\chapter1\quest1.js", "JavaScript", 0, 122, 0, 0, 0, 0, 3, 125
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\slayer\chapter1\quest2.js", "JavaScript", 0, 38, 0, 0, 0, 0, 3, 41
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\quests\slayer\chapter1\quest3.js", "JavaScript", 0, 38, 0, 0, 0, 0, 3, 41
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\callbacks\AlertRequest.js", "JavaScript", 0, 65, 0, 0, 0, 0, 5, 70
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\callbacks\InventoryDbCallback.js", "JavaScript", 0, 67, 0, 0, 0, 1, 16, 84
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\callbacks\MapDbCallback.js", "JavaScript", 0, 20, 0, 0, 0, 0, 6, 26
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\callbacks\PlayerDbCallback.js", "JavaScript", 0, 33, 0, 0, 0, 1, 9, 43
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\callbacks\UpdateQuest.js", "JavaScript", 0, 9, 0, 0, 0, 0, 2, 11
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\database\ActivityDb.js", "JavaScript", 0, 131, 0, 0, 0, 2, 30, 163
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\database\ExternalServerDb.js", "JavaScript", 0, 266, 0, 0, 0, 1, 26, 293
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\database\GuildDb.js", "JavaScript", 0, 34, 0, 0, 0, 0, 11, 45
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\database\InternalServerManager.js", "JavaScript", 0, 275, 0, 0, 0, 3, 48, 326
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\database\InventoryDb.js", "JavaScript", 0, 143, 0, 0, 0, 0, 43, 186
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\database\MapDb.js", "JavaScript", 0, 26, 0, 0, 0, 0, 8, 34
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\database\PlayerDb.js", "JavaScript", 0, 148, 0, 0, 0, 0, 37, 185
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\database\QuestDb.js", "JavaScript", 0, 31, 0, 0, 0, 0, 8, 39
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\database\SquadDb.js", "JavaScript", 0, 109, 0, 0, 0, 4, 37, 150
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\database\StatusDb.js", "JavaScript", 0, 74, 0, 0, 0, 1, 18, 93
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\structure\tools\MemberScanning.js", "JavaScript", 0, 82, 0, 0, 0, 0, 13, 95
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\utils\compareArrays.js", "JavaScript", 0, 11, 0, 0, 0, 0, 2, 13
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\utils\convertDate.js", "JavaScript", 0, 53, 0, 0, 0, 0, 4, 57
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\utils\coolNameGenerator.js", "JavaScript", 0, 57, 0, 0, 0, 0, 7, 64
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\utils\dateRender.js", "JavaScript", 0, 16, 0, 0, 0, 0, 1, 17
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\utils\delay.js", "JavaScript", 0, 2, 0, 0, 0, 0, 1, 3
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\utils\eventLoader.js", "JavaScript", 0, 13, 0, 0, 0, 0, 2, 15
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\utils\intRender.js", "JavaScript", 0, 10, 0, 0, 0, 0, 3, 13
"c:\Users\eloua\OneDrive\Bureau\DiscordJS\ObanaiDiscordBot\src\utils\json\replies.json", "JSON", 36, 0, 0, 0, 0, 0, 0, 36
"Total", "-", 8328, 8298, 47, 38, 2506, 86, 1461, 20764
